Wavelength,Flux,Date,Filename
6500.26565134316,1.0056262,2020-11-26T21:13:43,1.csv
6500.30711051016,1.0092462,2020-11-26T21:13:43,1.csv
6500.34856967716,1.0194035,2020-11-26T21:13:43,1.csv
6500.39002884416,1.0114622,2020-11-26T21:13:43,1.csv
6500.43148801116,0.9910128,2020-11-26T21:13:43,1.csv
6500.47294717816,0.9945426,2020-11-26T21:13:43,1.csv
6500.51440634516,1.008351,2020-11-26T21:13:43,1.csv
6500.55586551216,1.0140054,2020-11-26T21:13:43,1.csv
6500.59732467916,1.0124893,2020-11-26T21:13:43,1.csv
6500.63878384616,1.0085655,2020-11-26T21:13:43,1.csv
6500.68024301316,1.006413,2020-11-26T21:13:43,1.csv
6500.72170218016,0.98250663,2020-11-26T21:13:43,1.csv
6500.76316134716,0.9548856,2020-11-26T21:13:43,1.csv
6500.80462051416,0.95884305,2020-11-26T21:13:43,1.csv
6500.84607968116,0.9724018,2020-11-26T21:13:43,1.csv
6500.88753884816,0.99365675,2020-11-26T21:13:43,1.csv
6500.92899801516,1.0144166,2020-11-26T21:13:43,1.csv
6500.97045718216,0.9967967,2020-11-26T21:13:43,1.csv
6501.01191634916,0.96570927,2020-11-26T21:13:43,1.csv
6501.05337551616,0.96071887,2020-11-26T21:13:43,1.csv
6501.09483468316,0.9699287,2020-11-26T21:13:43,1.csv
6501.13629385016,0.982402,2020-11-26T21:13:43,1.csv
6501.17775301716,0.99329287,2020-11-26T21:13:43,1.csv
6501.21921218416,0.9952618,2020-11-26T21:13:43,1.csv
6501.26067135116,0.9935488,2020-11-26T21:13:43,1.csv
6501.30213051816,1.0043426,2020-11-26T21:13:43,1.csv
6501.34358968516,1.0172851,2020-11-26T21:13:43,1.csv
6501.38504885216,1.0032052,2020-11-26T21:13:43,1.csv
6501.42650801916,0.9807184,2020-11-26T21:13:43,1.csv
6501.46796718616,0.985185,2020-11-26T21:13:43,1.csv
6501.50942635316,1.0060985,2020-11-26T21:13:43,1.csv
6501.55088552016,1.0281253,2020-11-26T21:13:43,1.csv
6501.59234468716,1.0426438,2020-11-26T21:13:43,1.csv
6501.63380385416,1.0387644,2020-11-26T21:13:43,1.csv
6501.67526302116,1.0327728,2020-11-26T21:13:43,1.csv
6501.71672218816,1.0447791,2020-11-26T21:13:43,1.csv
6501.75818135516,1.0601963,2020-11-26T21:13:43,1.csv
6501.79964052216,1.0500097,2020-11-26T21:13:43,1.csv
6501.84109968916,1.0252197,2020-11-26T21:13:43,1.csv
6501.88255885616,1.0192744,2020-11-26T21:13:43,1.csv
6501.92401802316,1.0291467,2020-11-26T21:13:43,1.csv
6501.96547719016,1.0259998,2020-11-26T21:13:43,1.csv
6502.00693635716,1.0106288,2020-11-26T21:13:43,1.csv
6502.04839552416,1.0151893,2020-11-26T21:13:43,1.csv
6502.08985469116,1.0358906,2020-11-26T21:13:43,1.csv
6502.13131385816,1.0399457,2020-11-26T21:13:43,1.csv
6502.17277302516,1.032124,2020-11-26T21:13:43,1.csv
6502.21423219216,1.0321913,2020-11-26T21:13:43,1.csv
6502.25569135916,1.037589,2020-11-26T21:13:43,1.csv
6502.29715052616,1.0272862,2020-11-26T21:13:43,1.csv
6502.33860969316,1.0003703,2020-11-26T21:13:43,1.csv
6502.38006886016,0.9910199,2020-11-26T21:13:43,1.csv
6502.42152802716,1.0003558,2020-11-26T21:13:43,1.csv
6502.46298719416,1.0058405,2020-11-26T21:13:43,1.csv
6502.50444636116,1.0123948,2020-11-26T21:13:43,1.csv
6502.54590552816,1.0256433,2020-11-26T21:13:43,1.csv
6502.58736469516,1.0407264,2020-11-26T21:13:43,1.csv
6502.62882386216,1.0398525,2020-11-26T21:13:43,1.csv
6502.67028302916,1.0166186,2020-11-26T21:13:43,1.csv
6502.71174219616,1.0040033,2020-11-26T21:13:43,1.csv
6502.75320136316,1.0157894,2020-11-26T21:13:43,1.csv
6502.79466053016,1.0220395,2020-11-26T21:13:43,1.csv
6502.83611969716,1.009019,2020-11-26T21:13:43,1.csv
6502.87757886416,1.0006317,2020-11-26T21:13:43,1.csv
6502.91903803116,1.0098088,2020-11-26T21:13:43,1.csv
6502.96049719816,1.0200334,2020-11-26T21:13:43,1.csv
6503.00195636516,1.0226234,2020-11-26T21:13:43,1.csv
6503.04341553216,1.0211129,2020-11-26T21:13:43,1.csv
6503.08487469916,1.0204148,2020-11-26T21:13:43,1.csv
6503.12633386616,1.0268673,2020-11-26T21:13:43,1.csv
6503.16779303316,1.0386358,2020-11-26T21:13:43,1.csv
6503.20925220016,1.0384951,2020-11-26T21:13:43,1.csv
6503.25071136716,1.0202835,2020-11-26T21:13:43,1.csv
6503.29217053416,1.0102258,2020-11-26T21:13:43,1.csv
6503.33362970116,1.0143673,2020-11-26T21:13:43,1.csv
6503.37508886816,1.016789,2020-11-26T21:13:43,1.csv
6503.41654803516,1.0193968,2020-11-26T21:13:43,1.csv
6503.45800720216,1.0223951,2020-11-26T21:13:43,1.csv
6503.49946636916,1.0228405,2020-11-26T21:13:43,1.csv
6503.54092553616,1.0154982,2020-11-26T21:13:43,1.csv
6503.58238470316,0.9832507,2020-11-26T21:13:43,1.csv
6503.62384387016,0.95340896,2020-11-26T21:13:43,1.csv
6503.66530303716,0.95673954,2020-11-26T21:13:43,1.csv
6503.70676220416,0.9684351,2020-11-26T21:13:43,1.csv
6503.74822137116,0.9826084,2020-11-26T21:13:43,1.csv
6503.78968053816,0.99716663,2020-11-26T21:13:43,1.csv
6503.83113970516,0.9967963,2020-11-26T21:13:43,1.csv
6503.87259887216,0.99232185,2020-11-26T21:13:43,1.csv
6503.91405803916,0.9821645,2020-11-26T21:13:43,1.csv
6503.95551720616,0.9672721,2020-11-26T21:13:43,1.csv
6503.99697637316,0.98788714,2020-11-26T21:13:43,1.csv
6504.03843554016,1.0220375,2020-11-26T21:13:43,1.csv
6504.07989470716,1.0329298,2020-11-26T21:13:43,1.csv
6504.12135387416,1.0373409,2020-11-26T21:13:43,1.csv
6504.16281304116,1.021043,2020-11-26T21:13:43,1.csv
6504.20427220816,0.9982977,2020-11-26T21:13:43,1.csv
6504.24573137516,1.0094852,2020-11-26T21:13:43,1.csv
6504.28719054216,1.0253714,2020-11-26T21:13:43,1.csv
6504.32864970916,1.0046055,2020-11-26T21:13:43,1.csv
6504.37010887616,0.97569185,2020-11-26T21:13:43,1.csv
6504.41156804316,0.9824061,2020-11-26T21:13:43,1.csv
6504.45302721016,1.0061388,2020-11-26T21:13:43,1.csv
6504.49448637716,1.0126394,2020-11-26T21:13:43,1.csv
6504.53594554416,1.0122488,2020-11-26T21:13:43,1.csv
6504.57740471116,1.0164508,2020-11-26T21:13:43,1.csv
6504.61886387816,1.0161245,2020-11-26T21:13:43,1.csv
6504.66032304516,1.0279722,2020-11-26T21:13:43,1.csv
6504.70178221216,1.0463775,2020-11-26T21:13:43,1.csv
6504.74324137916,1.0380907,2020-11-26T21:13:43,1.csv
6504.78470054616,1.0168108,2020-11-26T21:13:43,1.csv
6504.82615971316,0.9958312,2020-11-26T21:13:43,1.csv
6504.86761888016,0.98029685,2020-11-26T21:13:43,1.csv
6504.90907804716,0.98249805,2020-11-26T21:13:43,1.csv
6504.95053721416,0.9881407,2020-11-26T21:13:43,1.csv
6504.99199638116,0.98382443,2020-11-26T21:13:43,1.csv
6505.03345554816,0.9824372,2020-11-26T21:13:43,1.csv
6505.07491471516,1.013251,2020-11-26T21:13:43,1.csv
6505.11637388216,1.0516068,2020-11-26T21:13:43,1.csv
6505.15783304916,1.0459204,2020-11-26T21:13:43,1.csv
6505.19929221616,1.0197996,2020-11-26T21:13:43,1.csv
6505.24075138316,1.0261112,2020-11-26T21:13:43,1.csv
6505.28221055016,1.0530992,2020-11-26T21:13:43,1.csv
6505.32366971716,1.0520512,2020-11-26T21:13:43,1.csv
6505.36512888416,1.029457,2020-11-26T21:13:43,1.csv
6505.40658805116,1.021478,2020-11-26T21:13:43,1.csv
6505.44804721816,1.0260264,2020-11-26T21:13:43,1.csv
6505.48950638516,1.0222111,2020-11-26T21:13:43,1.csv
6505.53096555216,1.0128623,2020-11-26T21:13:43,1.csv
6505.57242471916,1.0072017,2020-11-26T21:13:43,1.csv
6505.61388388616,1.0042142,2020-11-26T21:13:43,1.csv
6505.65534305316,1.015254,2020-11-26T21:13:43,1.csv
6505.69680222016,1.0357668,2020-11-26T21:13:43,1.csv
6505.73826138716,1.0429378,2020-11-26T21:13:43,1.csv
6505.77972055416,1.0401722,2020-11-26T21:13:43,1.csv
6505.82117972116,1.0347545,2020-11-26T21:13:43,1.csv
6505.86263888816,1.0250602,2020-11-26T21:13:43,1.csv
6505.90409805516,1.0271574,2020-11-26T21:13:43,1.csv
6505.94555722216,1.0415287,2020-11-26T21:13:43,1.csv
6505.98701638916,1.0392941,2020-11-26T21:13:43,1.csv
6506.02847555616,1.0245081,2020-11-26T21:13:43,1.csv
6506.06993472316,1.0224087,2020-11-26T21:13:43,1.csv
6506.11139389016,1.026601,2020-11-26T21:13:43,1.csv
6506.15285305716,1.0304589,2020-11-26T21:13:43,1.csv
6506.19431222416,1.0374727,2020-11-26T21:13:43,1.csv
6506.23577139116,1.0313689,2020-11-26T21:13:43,1.csv
6506.27723055816,1.0134621,2020-11-26T21:13:43,1.csv
6506.31868972516,1.0018109,2020-11-26T21:13:43,1.csv
6506.36014889216,0.9925451,2020-11-26T21:13:43,1.csv
6506.40160805916,0.9919406,2020-11-26T21:13:43,1.csv
6506.44306722616,1.0059602,2020-11-26T21:13:43,1.csv
6506.48452639316,1.0161252,2020-11-26T21:13:43,1.csv
6506.52598556016,1.0180761,2020-11-26T21:13:43,1.csv
6506.56744472716,1.0220188,2020-11-26T21:13:43,1.csv
6506.60890389416,1.0271758,2020-11-26T21:13:43,1.csv
6506.65036306116,1.0256231,2020-11-26T21:13:43,1.csv
6506.69182222816,1.0192449,2020-11-26T21:13:43,1.csv
6506.73328139516,1.012916,2020-11-26T21:13:43,1.csv
6506.77474056216,1.0015018,2020-11-26T21:13:43,1.csv
6506.81619972916,1.002307,2020-11-26T21:13:43,1.csv
6506.85765889616,1.0342963,2020-11-26T21:13:43,1.csv
6506.89911806316,1.0647066,2020-11-26T21:13:43,1.csv
6506.94057723016,1.07123,2020-11-26T21:13:43,1.csv
6506.98203639716,1.0651668,2020-11-26T21:13:43,1.csv
6507.02349556416,1.04804,2020-11-26T21:13:43,1.csv
6507.06495473116,1.0252321,2020-11-26T21:13:43,1.csv
6507.10641389816,0.99982953,2020-11-26T21:13:43,1.csv
6507.14787306516,0.9946151,2020-11-26T21:13:43,1.csv
6507.18933223216,1.0340112,2020-11-26T21:13:43,1.csv
6507.23079139916,1.0690259,2020-11-26T21:13:43,1.csv
6507.27225056616,1.0631081,2020-11-26T21:13:43,1.csv
6507.31370973316,1.0499825,2020-11-26T21:13:43,1.csv
6507.35516890016,1.0469033,2020-11-26T21:13:43,1.csv
6507.39662806716,1.0385172,2020-11-26T21:13:43,1.csv
6507.43808723416,1.0177495,2020-11-26T21:13:43,1.csv
6507.47954640116,1.0020005,2020-11-26T21:13:43,1.csv
6507.52100556816,0.9973907,2020-11-26T21:13:43,1.csv
6507.56246473516,0.9967411,2020-11-26T21:13:43,1.csv
6507.60392390216,0.9999639,2020-11-26T21:13:43,1.csv
6507.64538306916,1.0036079,2020-11-26T21:13:43,1.csv
6507.68684223616,1.0147623,2020-11-26T21:13:43,1.csv
6507.72830140316,1.0258155,2020-11-26T21:13:43,1.csv
6507.76976057016,1.0139902,2020-11-26T21:13:43,1.csv
6507.81121973716,0.9929161,2020-11-26T21:13:43,1.csv
6507.85267890416,0.99275243,2020-11-26T21:13:43,1.csv
6507.89413807116,1.0085887,2020-11-26T21:13:43,1.csv
6507.93559723816,1.0248879,2020-11-26T21:13:43,1.csv
6507.97705640516,1.0330964,2020-11-26T21:13:43,1.csv
6508.01851557216,1.0211449,2020-11-26T21:13:43,1.csv
6508.05997473916,1.0064816,2020-11-26T21:13:43,1.csv
6508.10143390616,1.0025489,2020-11-26T21:13:43,1.csv
6508.14289307316,1.0005597,2020-11-26T21:13:43,1.csv
6508.18435224016,1.02078,2020-11-26T21:13:43,1.csv
6508.22581140716,1.0462244,2020-11-26T21:13:43,1.csv
6508.26727057416,1.0358518,2020-11-26T21:13:43,1.csv
6508.30872974116,1.0168086,2020-11-26T21:13:43,1.csv
6508.35018890816,1.0160477,2020-11-26T21:13:43,1.csv
6508.39164807516,1.019637,2020-11-26T21:13:43,1.csv
6508.43310724216,1.0176163,2020-11-26T21:13:43,1.csv
6508.47456640916,1.0108111,2020-11-26T21:13:43,1.csv
6508.51602557616,1.00502,2020-11-26T21:13:43,1.csv
6508.55748474316,1.0121444,2020-11-26T21:13:43,1.csv
6508.59894391016,1.0121682,2020-11-26T21:13:43,1.csv
6508.64040307716,0.9924588,2020-11-26T21:13:43,1.csv
6508.68186224416,0.9990262,2020-11-26T21:13:43,1.csv
6508.72332141116,1.0235054,2020-11-26T21:13:43,1.csv
6508.76478057816,1.0024657,2020-11-26T21:13:43,1.csv
6508.80623974516,0.9669623,2020-11-26T21:13:43,1.csv
6508.84769891216,0.9742613,2020-11-26T21:13:43,1.csv
6508.88915807916,0.9913985,2020-11-26T21:13:43,1.csv
6508.93061724616,1.0052094,2020-11-26T21:13:43,1.csv
6508.97207641316,1.0240536,2020-11-26T21:13:43,1.csv
6509.01353558016,1.0308976,2020-11-26T21:13:43,1.csv
6509.05499474716,1.0284716,2020-11-26T21:13:43,1.csv
6509.09645391416,1.0159199,2020-11-26T21:13:43,1.csv
6509.13791308116,1.0017238,2020-11-26T21:13:43,1.csv
6509.17937224816,0.9987165,2020-11-26T21:13:43,1.csv
6509.22083141516,1.0012898,2020-11-26T21:13:43,1.csv
6509.26229058216,1.0063528,2020-11-26T21:13:43,1.csv
6509.30374974916,1.0115781,2020-11-26T21:13:43,1.csv
6509.34520891616,1.0319619,2020-11-26T21:13:43,1.csv
6509.38666808316,1.0546427,2020-11-26T21:13:43,1.csv
6509.42812725016,1.0470021,2020-11-26T21:13:43,1.csv
6509.46958641716,1.0280327,2020-11-26T21:13:43,1.csv
6509.51104558416,1.0248798,2020-11-26T21:13:43,1.csv
6509.55250475116,1.0342027,2020-11-26T21:13:43,1.csv
6509.59396391816,1.0376887,2020-11-26T21:13:43,1.csv
6509.63542308516,1.0314229,2020-11-26T21:13:43,1.csv
6509.67688225216,1.0124094,2020-11-26T21:13:43,1.csv
6509.71834141916,0.99079067,2020-11-26T21:13:43,1.csv
6509.75980058616,0.9834367,2020-11-26T21:13:43,1.csv
6509.80125975316,0.98544854,2020-11-26T21:13:43,1.csv
6509.84271892016,1.0019561,2020-11-26T21:13:43,1.csv
6509.88417808716,1.0218958,2020-11-26T21:13:43,1.csv
6509.92563725416,1.0205613,2020-11-26T21:13:43,1.csv
6509.96709642116,1.0077301,2020-11-26T21:13:43,1.csv
6510.00855558816,1.0109916,2020-11-26T21:13:43,1.csv
6510.05001475516,1.0244031,2020-11-26T21:13:43,1.csv
6510.09147392216,1.0265713,2020-11-26T21:13:43,1.csv
6510.13293308916,1.024549,2020-11-26T21:13:43,1.csv
6510.17439225616,1.0271958,2020-11-26T21:13:43,1.csv
6510.21585142316,1.0295894,2020-11-26T21:13:43,1.csv
6510.25731059016,1.0284804,2020-11-26T21:13:43,1.csv
6510.29876975716,1.027965,2020-11-26T21:13:43,1.csv
6510.34022892416,1.0236876,2020-11-26T21:13:43,1.csv
6510.38168809116,1.010926,2020-11-26T21:13:43,1.csv
6510.42314725816,1.0052035,2020-11-26T21:13:43,1.csv
6510.46460642516,1.0125617,2020-11-26T21:13:43,1.csv
6510.50606559216,1.0227787,2020-11-26T21:13:43,1.csv
6510.54752475916,1.0314319,2020-11-26T21:13:43,1.csv
6510.58898392616,1.0508844,2020-11-26T21:13:43,1.csv
6510.63044309316,1.0752655,2020-11-26T21:13:43,1.csv
6510.67190226016,1.0760748,2020-11-26T21:13:43,1.csv
6510.71336142716,1.0624557,2020-11-26T21:13:43,1.csv
6510.75482059416,1.0563802,2020-11-26T21:13:43,1.csv
6510.79627976116,1.054509,2020-11-26T21:13:43,1.csv
6510.83773892816,1.0445006,2020-11-26T21:13:43,1.csv
6510.87919809516,1.0277884,2020-11-26T21:13:43,1.csv
6510.92065726216,1.0163437,2020-11-26T21:13:43,1.csv
6510.96211642916,1.0109004,2020-11-26T21:13:43,1.csv
6511.00357559616,1.005639,2020-11-26T21:13:43,1.csv
6511.04503476316,1.0011723,2020-11-26T21:13:43,1.csv
6511.08649393016,1.0000577,2020-11-26T21:13:43,1.csv
6511.12795309716,1.0008926,2020-11-26T21:13:43,1.csv
6511.16941226416,1.005054,2020-11-26T21:13:43,1.csv
6511.21087143116,1.0124055,2020-11-26T21:13:43,1.csv
6511.25233059816,1.0189047,2020-11-26T21:13:43,1.csv
6511.29378976516,1.0239813,2020-11-26T21:13:43,1.csv
6511.33524893216,1.0351892,2020-11-26T21:13:43,1.csv
6511.37670809916,1.0500327,2020-11-26T21:13:43,1.csv
6511.41816726616,1.0389581,2020-11-26T21:13:43,1.csv
6511.45962643316,1.0069278,2020-11-26T21:13:43,1.csv
6511.50108560016,1.0048478,2020-11-26T21:13:43,1.csv
6511.54254476716,1.0287856,2020-11-26T21:13:43,1.csv
6511.58400393416,1.0311217,2020-11-26T21:13:43,1.csv
6511.62546310116,1.0132834,2020-11-26T21:13:43,1.csv
6511.66692226816,1.0080898,2020-11-26T21:13:43,1.csv
6511.70838143516,1.0200661,2020-11-26T21:13:43,1.csv
6511.74984060216,1.0269034,2020-11-26T21:13:43,1.csv
6511.79129976916,1.0188351,2020-11-26T21:13:43,1.csv
6511.83275893616,1.0049846,2020-11-26T21:13:43,1.csv
6511.87421810316,0.9930586,2020-11-26T21:13:43,1.csv
6511.91567727016,0.9882028,2020-11-26T21:13:43,1.csv
6511.95713643716,0.9829178,2020-11-26T21:13:43,1.csv
6511.99859560416,0.97056586,2020-11-26T21:13:43,1.csv
6512.04005477116,0.96218705,2020-11-26T21:13:43,1.csv
6512.08151393816,0.9532604,2020-11-26T21:13:43,1.csv
6512.12297310516,0.93253404,2020-11-26T21:13:43,1.csv
6512.16443227216,0.9136135,2020-11-26T21:13:43,1.csv
6512.20589143916,0.90456563,2020-11-26T21:13:43,1.csv
6512.24735060616,0.90719074,2020-11-26T21:13:43,1.csv
6512.28880977316,0.92133594,2020-11-26T21:13:43,1.csv
6512.33026894016,0.93767637,2020-11-26T21:13:43,1.csv
6512.37172810716,0.9627736,2020-11-26T21:13:43,1.csv
6512.41318727416,0.9832704,2020-11-26T21:13:43,1.csv
6512.45464644116,0.98876446,2020-11-26T21:13:43,1.csv
6512.49610560816,0.9959108,2020-11-26T21:13:43,1.csv
6512.53756477516,1.0052935,2020-11-26T21:13:43,1.csv
6512.57902394216,1.0093309,2020-11-26T21:13:43,1.csv
6512.62048310916,1.0069135,2020-11-26T21:13:43,1.csv
6512.66194227616,1.0063709,2020-11-26T21:13:43,1.csv
6512.70340144316,1.0119259,2020-11-26T21:13:43,1.csv
6512.74486061016,1.015368,2020-11-26T21:13:43,1.csv
6512.78631977716,1.0148742,2020-11-26T21:13:43,1.csv
6512.82777894416,1.0238742,2020-11-26T21:13:43,1.csv
6512.86923811116,1.0552542,2020-11-26T21:13:43,1.csv
6512.91069727816,1.0782509,2020-11-26T21:13:43,1.csv
6512.95215644516,1.0644772,2020-11-26T21:13:43,1.csv
6512.99361561216,1.045336,2020-11-26T21:13:43,1.csv
6513.03507477916,1.0385323,2020-11-26T21:13:43,1.csv
6513.07653394616,1.0297586,2020-11-26T21:13:43,1.csv
6513.11799311316,1.0068299,2020-11-26T21:13:43,1.csv
6513.15945228016,0.9871885,2020-11-26T21:13:43,1.csv
6513.20091144716,0.9882751,2020-11-26T21:13:43,1.csv
6513.24237061416,0.99496406,2020-11-26T21:13:43,1.csv
6513.28382978116,1.0010673,2020-11-26T21:13:43,1.csv
6513.32528894816,1.0049858,2020-11-26T21:13:43,1.csv
6513.36674811516,1.0088177,2020-11-26T21:13:43,1.csv
6513.40820728216,1.0131998,2020-11-26T21:13:43,1.csv
6513.44966644916,1.0004966,2020-11-26T21:13:43,1.csv
6513.49112561616,0.9818412,2020-11-26T21:13:43,1.csv
6513.53258478316,0.9689502,2020-11-26T21:13:43,1.csv
6513.57404395016,0.95432377,2020-11-26T21:13:43,1.csv
6513.61550311716,0.9324057,2020-11-26T21:13:43,1.csv
6513.65696228416,0.92120415,2020-11-26T21:13:43,1.csv
6513.69842145116,0.95455885,2020-11-26T21:13:43,1.csv
6513.73988061816,0.98826504,2020-11-26T21:13:43,1.csv
6513.78133978516,0.98955464,2020-11-26T21:13:43,1.csv
6513.82279895216,0.98817986,2020-11-26T21:13:43,1.csv
6513.86425811916,0.98464,2020-11-26T21:13:43,1.csv
6513.90571728616,0.98367435,2020-11-26T21:13:43,1.csv
6513.94717645316,0.9992108,2020-11-26T21:13:43,1.csv
6513.98863562016,1.0096829,2020-11-26T21:13:43,1.csv
6514.03009478716,1.0080897,2020-11-26T21:13:43,1.csv
6514.07155395416,1.01039,2020-11-26T21:13:43,1.csv
6514.11301312116,1.0224957,2020-11-26T21:13:43,1.csv
6514.15447228816,1.0284216,2020-11-26T21:13:43,1.csv
6514.19593145516,1.0258907,2020-11-26T21:13:43,1.csv
6514.23739062216,1.0311267,2020-11-26T21:13:43,1.csv
6514.27884978916,1.02667,2020-11-26T21:13:43,1.csv
6514.32030895616,1.0116675,2020-11-26T21:13:43,1.csv
6514.36176812316,0.992373,2020-11-26T21:13:43,1.csv
6514.40322729016,0.98223823,2020-11-26T21:13:43,1.csv
6514.44468645716,1.0065348,2020-11-26T21:13:43,1.csv
6514.48614562416,1.0252702,2020-11-26T21:13:43,1.csv
6514.52760479116,0.98059535,2020-11-26T21:13:43,1.csv
6514.56906395816,0.9244198,2020-11-26T21:13:43,1.csv
6514.61052312516,0.90218806,2020-11-26T21:13:43,1.csv
6514.65198229216,0.8968294,2020-11-26T21:13:43,1.csv
6514.69344145916,0.89396214,2020-11-26T21:13:43,1.csv
6514.73490062616,0.8831492,2020-11-26T21:13:43,1.csv
6514.77635979316,0.8826153,2020-11-26T21:13:43,1.csv
6514.81781896016,0.89048773,2020-11-26T21:13:43,1.csv
6514.85927812716,0.8841299,2020-11-26T21:13:43,1.csv
6514.90073729416,0.8806561,2020-11-26T21:13:43,1.csv
6514.94219646116,0.9249104,2020-11-26T21:13:43,1.csv
6514.98365562816,0.965459,2020-11-26T21:13:43,1.csv
6515.02511479516,0.9874709,2020-11-26T21:13:43,1.csv
6515.06657396216,1.0142701,2020-11-26T21:13:43,1.csv
6515.10803312916,1.0226665,2020-11-26T21:13:43,1.csv
6515.14949229616,1.0278653,2020-11-26T21:13:43,1.csv
6515.19095146316,1.0236865,2020-11-26T21:13:43,1.csv
6515.23241063016,1.0096427,2020-11-26T21:13:43,1.csv
6515.27386979716,1.0197157,2020-11-26T21:13:43,1.csv
6515.31532896416,1.0408331,2020-11-26T21:13:43,1.csv
6515.35678813116,1.0383935,2020-11-26T21:13:43,1.csv
6515.39824729816,1.0237025,2020-11-26T21:13:43,1.csv
6515.43970646516,1.0146523,2020-11-26T21:13:43,1.csv
6515.48116563216,1.0138421,2020-11-26T21:13:43,1.csv
6515.52262479916,1.0149738,2020-11-26T21:13:43,1.csv
6515.56408396616,1.0065439,2020-11-26T21:13:43,1.csv
6515.60554313316,0.9781882,2020-11-26T21:13:43,1.csv
6515.64700230016,0.9552106,2020-11-26T21:13:43,1.csv
6515.68846146716,0.9580763,2020-11-26T21:13:43,1.csv
6515.72992063416,0.96614105,2020-11-26T21:13:43,1.csv
6515.77137980116,0.973143,2020-11-26T21:13:43,1.csv
6515.81283896816,0.97998595,2020-11-26T21:13:43,1.csv
6515.85429813516,0.9796026,2020-11-26T21:13:43,1.csv
6515.89575730216,0.97341985,2020-11-26T21:13:43,1.csv
6515.93721646916,0.9740117,2020-11-26T21:13:43,1.csv
6515.97867563616,0.9807122,2020-11-26T21:13:43,1.csv
6516.02013480316,0.98046106,2020-11-26T21:13:43,1.csv
6516.06159397016,0.9760951,2020-11-26T21:13:43,1.csv
6516.10305313716,0.9722581,2020-11-26T21:13:43,1.csv
6516.14451230416,0.96577215,2020-11-26T21:13:43,1.csv
6516.18597147116,0.9566269,2020-11-26T21:13:43,1.csv
6516.22743063816,0.9486116,2020-11-26T21:13:43,1.csv
6516.26888980516,0.92695993,2020-11-26T21:13:43,1.csv
6516.31034897216,0.8953591,2020-11-26T21:13:43,1.csv
6516.35180813916,0.869417,2020-11-26T21:13:43,1.csv
6516.39326730616,0.8529313,2020-11-26T21:13:43,1.csv
6516.43472647316,0.8376488,2020-11-26T21:13:43,1.csv
6516.47618564016,0.8196715,2020-11-26T21:13:43,1.csv
6516.51764480716,0.80325323,2020-11-26T21:13:43,1.csv
6516.55910397416,0.78957975,2020-11-26T21:13:43,1.csv
6516.60056314116,0.78676134,2020-11-26T21:13:43,1.csv
6516.64202230816,0.7890411,2020-11-26T21:13:43,1.csv
6516.68348147516,0.80017614,2020-11-26T21:13:43,1.csv
6516.72494064216,0.81534314,2020-11-26T21:13:43,1.csv
6516.76639980916,0.8441307,2020-11-26T21:13:43,1.csv
6516.80785897616,0.8836659,2020-11-26T21:13:43,1.csv
6516.84931814316,0.90477604,2020-11-26T21:13:43,1.csv
